512,6374.68,6525.15,7282.57,7004.49,7168.78,7394.86,7435.13,2354.31,6861.56,6509.44,7560.97,7511.64,6883.63,7651.68,7052.47,7337.22,7103.28,7432.12,7762.48,7398.6,6376.71,6690.24,6367.69,7564.73,6946.53,2354.31,6902.04,7762.48
1024,6544.85,5994.25,5664.66,2018.63,6206.98,6925.72,6791.19,3865.02,4510.11,4560.47,5344.03,5781.88,5648.72,2103.2,6051.31,6197.22,5558.43,5458.08,5814.43,6362.78,6839.03,6289.99,5974.49,5816.89,6357.55,2018.63,5547.2,6925.72
2048,5988.33,5326.96,5421.99,4747.83,5041.2,5181.52,5371.2,5604.8,5660.49,5284.91,5477.18,5819.14,5330.78,5462.09,2169.15,5246.28,1906.65,5282.2,4374.59,4645.6,4708.33,4985.93,5081.48,5311.38,5210.02,1906.65,4985.6,5988.33
4096,5799.05,5911.93,5403.74,5145.22,5208.61,4979.61,4265.69,4707.41,5065.54,5230.89,5180.48,5257.22,4929.37,5226.08,2184.56,5505.35,5534.83,5467.39,5450.9,5534.05,5295.85,5502.56,5474.31,5626.29,5514.34,2184.56,5176.05,5911.93
8192,5696.5,5190.19,1943.29,5366.11,5452.48,5326.03,5121.72,5184.88,5406.27,5467.08,5558.5,5634.67,4878.15,5459.83,5353.09,5366.3,5431.8,5547.83,5011.91,5555.35,5432.37,4279.67,5229.06,5007.52,4859.1,1943.29,5150.39,5696.5
16384,5132.68,5242.13,5127.08,4820.07,4737.27,4890.39,5170.56,5249.84,5868.36,5829.74,5181.61,5039.72,4404.03,5222.13,5079.73,5103.85,5142.33,5706,4637.6,4532.5,5119.5,1851.03,5338.13,5629.25,5828.39,1851.03,5035.36,5868.36
32768,5025.22,5222.92,5732.54,5218.83,5267.36,5214.8,5280.93,5524.73,5235.11,5448.24,5490.32,5880.54,5272.02,5579.84,5167.23,5496.21,5663.31,2069.31,5236.61,6066.95,5849.99,5828.02,5706.35,5974.67,5408.92,2069.31,5354.44,6066.95
65536,5062.49,5186.51,5676.53,5126.97,5089.4,5018.17,5199.61,5358.88,5645.71,5672.99,5844.57,5980.68,5902.76,5474.54,5840.78,5939.38,5831.5,5949.3,5436.01,5732.92,1956.84,5335.09,5581.75,5903.96,5253.63,1956.84,5400.04,5980.68
131072,4890.81,4904.56,5215.68,5911.78,5794.41,5134.02,5305.31,5702.25,5816.47,5116.51,5753.71,5024.07,6137.59,5788.09,5240.27,5162.66,4877.52,5053.07,5462.42,4327.42,4954.84,4904.5,4605.41,4887.19,5025.42,4327.42,5239.84,6137.59
262144,4913.94,4878.24,4801.17,4499.62,4932.46,5088.86,4847.59,4837.9,4428.37,4851.99,4914.08,5296.5,4862.6,5269.24,4802.91,5181.83,5099.43,4967.04,4752.3,4813.12,5045.24,4897.86,4999.63,5235.85,5048.24,4428.37,4930.64,5296.5
524288,4913.56,5392.62,5527.01,3947.67,4694.85,4967.55,5266.48,5381.2,4875.29,4852.03,4732.26,4327.83,4951.34,4934.42,4823.16,4904.84,4721,5197.5,5516.82,5430.74,4885.99,5184.13,3849.51,4575.44,4744.85,3849.51,4903.92,5527.01
1048576,4225.05,4302.74,4814.82,4892.02,4743.54,4362.09,4537.86,4574.63,4557.48,4631.56,4787.97,4784.71,5124.35,4516.83,4658.65,5056.08,4028.4,4538.58,4446.83,4572.74,4574.04,4561.63,4665.83,4438.99,4588.24,4028.4,4599.43,5124.35
