512,2449.83,2436.56,2465.95,2367.58,2375.07,2406.53,2321.61,2454.96,2460.2,2434.9,2348.66,2303.86,2259.43,2375.13,2357.29,2404.97,2396.09,2427.92,2178.41,2329.67,2321.79,2254.34,2295.75,2258.34,2278.52,2178.41,2358.53,2465.95
1024,2756.85,2753.76,2634.87,2782.35,2727.78,2733.67,2786.71,2621.91,2572.48,2617.98,2690.54,2625.14,2749.62,2806.67,2815.22,2859.58,2861.9,2795.47,2858.42,2882.16,2884.91,2669.74,2883.6,2890.6,2828.48,2572.48,2763.62,2890.6
2048,3488.53,3256.5,3525.85,3567.52,3474.41,3300.76,3485.22,3590.38,3578.55,3515.39,3173.73,3533.41,3472.88,3498.97,3553.68,3599.2,3586.81,3539.93,3542.55,3570.91,3577.6,3569.22,3539.07,3519.24,3577.68,3173.73,3505.52,3599.2
4096,4077.55,4169.48,4137.27,4100.92,4073.1,4095.97,4074.86,4156.22,4086.26,4162.33,4105.96,4145.37,4088.56,4089.67,4111.05,4036.08,4130.16,4019.03,3985.67,4124.09,4171.01,4127.78,4092.79,4087.12,4070.32,3985.67,4100.75,4171.01
8192,4236.11,4224.02,4234.45,4361.87,4318.46,4305.74,4227.81,4252.52,4290.47,4163.83,4242.67,4055.77,4188.32,4166.4,4178.51,4248.96,4203.57,4217.86,4190.4,4231.13,4188.75,4216.38,4232.53,4214.37,4214.53,4055.77,4224.22,4361.87
16384,4217.88,4197.31,4345.11,4006.17,4001.46,4224.92,4275.92,4286.71,4310.57,4288.69,4296.17,4309.72,4279.04,4240.9,4273.5,4362.95,4350.73,4276.7,4184.05,4266.67,4151.31,4227.84,4320.75,4377.5,4260.58,4001.46,4253.33,4377.5
32768,4325.07,4313.83,4308.04,4426.25,4388.21,4371.69,4316.25,4382.74,4333.59,4441.05,4303.81,4489.56,4437.59,4342.76,4418.79,4298.12,4363.4,4302.34,4328.64,4463.28,4308.05,4400.62,4492.64,4343.21,4491.15,4298.12,4375.63,4492.64
65536,4394.06,4387.13,4469.54,4535.88,4516.29,4357.08,4365.91,4197.64,4431.31,4387.23,4078.41,4327.55,4433.99,4434.27,4269.61,4323.68,4457.07,4437.16,4360.12,4444.74,4484,4511.35,4318.18,4380.41,4471.35,4078.41,4390.96,4535.88
131072,4572.57,4477.2,4614.37,4560.32,4574.9,4413.35,4506.26,4434.03,4380.7,4455.68,4512.85,4508.2,4487.67,4455.11,4428.27,4384.38,4459.18,4455.56,4539.83,4469.52,4474.43,4538.93,4522.41,4434.75,4454.96,4380.7,4484.62,4614.37
262144,4556.89,4604.99,4668.12,4574.83,4672.06,4728.37,4632.35,4643.63,4624.24,4562.74,4578.24,4490.35,4555.38,4525.69,4478.75,4576.94,4513.58,4581.28,4567.85,4546.75,4573.19,4402.87,4453.29,4440.96,4509.62,4402.87,4562.52,4728.37
524288,4569.06,4668.72,4547.57,4443.1,4566.99,4598.31,4750.69,4581.32,4622.84,4643.34,4701.08,4702.51,4590.96,4715.79,4681.99,4461.59,4550.17,4706.8,4725.04,4754.75,4770.5,4785.86,4769.94,4801.25,4792.08,4443.1,4660.09,4801.25
1048576,4729.82,4730.97,4760.61,4663.99,4748.58,4713.67,4799.85,4831.15,4812.82,4817.49,4736.86,4762.72,4785.98,4797.38,4801.78,4689.65,4726.34,4767.6,4716.5,4497.69,4562.17,4617.09,4489.39,4785.97,4297.57,4297.57,4705.74,4831.15
